,phrase_id,first_ws_index,total_ws,total,phrase_stem
3599,4209,-1,0,1,immun public offici entitl depend offici titl agenc natur function person perform take action provok lawsuit
3600,4210,0,1,1,rule 35 motion address sound discret district court requir hear
3601,4211,0,1,1,make prima face case dispar impact proper comparison base composit qualifi
3602,4212,0,1,1,congress intend § 3568 bar imposit consecut sentenc
3603,4213,4,1,5,convict incompet defend violat due process
3604,4214,1,1,4,procedur due process flexibl concept whose contour shape natur individu state interest particular depriv
3605,4215,0,1,1,attorney subject disbar entitl due process includ notic opportun heard
3606,4216,1,1,2,factual question habea corpu proceed determin district court factual conclus bind court appeal unless clearli erron
3607,4217,0,1,1,whether fact evid reli upon rebut presumpt payment true question fact juri whether true suffici rebut presumpt question law court
3608,4218,0,1,2,claim preclus appli claim aris first suit file
3609,4220,0,1,1,appropri standard due care case care caution proper call
3610,4221,0,1,1,public employe state valid liberti interest claim
3611,4222,4,1,15,offic observ traffic offens — howev minor — probabl caus stop
3612,4223,1,1,2,court power tri defend ordinarili affect manner defend brought trial
3613,4224,0,1,1,prohibit action taken concert public offici privat entiti state action regardless whether ultim illeg sanction impos privat entiti public offici
3614,4225,0,1,1,gener rule state feder court contrari
3615,4226,0,1,1,corpor entiti separ sharehold separ statu disregard absenc sham transact
3616,4227,14,2,35,commission determin presumpt correct
3617,4228,0,1,1,stand parti must alleg injuri fairli trace challeng action like redress favor decis
3618,4229,0,1,2,acquitt substant count foreclos convict relat conspiraci count
3619,4230,0,1,2,mere coincid employe union activ employe discharg support charg discrimin
3620,4231,0,1,1,prosecutori appeal passion prejudic sympathi juror close argument improp
3621,4232,0,1,1,written consent author magistr judg enter judgment
3622,4233,0,1,1,defend right withdraw plea rule 32 d
3623,4234,0,1,1,employ liabl consequ work relat injuri aggrav pre-exist condit
3624,4235,0,1,1,nonresid contract forum resid without insuffici establish requisit minimum contact requir exercis person jurisdict nonresid
3625,4236,0,1,1,ground dismiss action personam anoth action pend parti respect subject matter
3626,4238,0,1,1,backpay avail employe suffer will loss earn
3627,4239,0,1,1,appeal constitut civil action suit proceed within mean section 1252
3628,4240,2,2,8,remedi breach plea agreement either permit plea withdrawn order specif perform agreement
3629,4241,0,1,1,new rule constitut law establish defend convict becom final cannot use attack convict feder habea ground unless rule fall within one two narrow except
3630,4242,1,1,3,investig offic may take step reason necessari maintain statu quo protect safeti investig stop
3631,4243,0,1,1,evid anoth crime intertwin offens convict proof one incident involv explain circumst extrins
3632,4244,0,1,1,jurisdict caus depend upon statut absolut repeal statut take away jurisdict case statut confer jurisdict review appeal final order habea corpu proceed repeal
3633,4245,0,1,1,one employ instanc assum ordinari risk incid work engag assum risk may due neglig defend offic agent employe unless risk result neglig well known plaintiff plainli observ may presum know
3634,4246,0,1,2,statement conspir admiss member conspiraci long independ evid show fact conspiraci declar other
3635,4247,0,1,1,question fall within scope § 2254 d
3636,4248,0,1,1,letter credit proce therefrom properti debtor bankruptci estat
3637,4249,0,1,1,plead case instanc extran evid may resort aid constru judgment
3638,4250,0,1,1,limit copi claim must consid materi
3639,4251,0,1,1,constrain district court choic legal theori among parti set forth disposit case
3640,4253,0,1,1,pre-investig conduct flight gener qualifi enhanc
3641,4254,0,1,1,although merit militari promot decis nonjustici challeng particular procedur follow render militari decis may present justici controversi
3642,4255,0,1,1,whether remov employe matter decid agenc agenc discret determin penalti impos employe violat rule
3643,4256,18,1,20,appel court gener consid issu theori rais district court
3644,4257,0,1,1,interest deduct paid respect genuin indebted
3645,4258,0,1,1,constitut right defend crimin case assist counsel may waiv court indulg everi reason presumpt waiver fundament constitut right
3646,4259,0,1,1,perfect appeal vest jurisdict court appeal proceed district court cannot take place without leav court appeal
3647,4260,0,1,1,jurisdict exist grant relief lanham act defend activ although wholli intrast tend damag effect plaintiff feder protect interst busi
3648,4261,1,1,3,district judg alway power modifi overturn interlocutori order decis remain interlocutori
3649,4262,0,1,1,written descript requir present factual issu
3650,4263,-1,0,3,offic respons corpor affair disobedi may held liabl contempt
3651,4264,0,1,1,treati cannot extinguish right
3652,4265,0,1,1,trial court need charg juri exact languag request counsel long charg given taken whole correctli state law
3653,4266,-1,0,1,district court may render declaratori judgment though judgment settl issu entir controversi
3654,4267,0,1,1,counterclaim result shift parti parti counterclaim becom plaintiff counterclaim origin plaintiff becom defend
3655,4268,0,1,2,trial judg afford consider discret determin amount inquiri necessari respons alleg juri misconduct
3656,4269,0,1,2,purport agreement unit state bind unless parti show offici agreement made author bind govern
3657,4270,0,1,1,compens deriv person servic taxabl one perform servic whether actual receiv compens transfer right receiv earn
3658,4272,0,1,3,alien immigr hear form right counsel
3659,4273,0,1,1,feder court divers jurisdict grant divorc annul determin support payment award custodi child
3660,4274,0,1,1,ground obtain collater relief extrem limit
3661,4275,0,1,1,proof perjuri alon sustain convict contempt misbehavior constitut obstruct court must also establish
3662,4276,0,1,1,bare qualif alon cannot establish admiss scientif expert testimoni
3663,4277,0,1,1,languag section 10 b relat rule evid requir board adopt discoveri procedur contempl feder rule civil procedur
3664,4278,0,1,1,fourth amend violat warrantless search conduct pursuant consent
3665,4280,0,1,1,right recov compens condemn properti remain one own properti time take regardless whether properti subsequ transfer anoth
3666,4281,5,1,65,a fair trial fair tribun basic requir due process
3667,4282,0,1,1,recalcitr wit stand take except jurisdict grand juri court particular subject matter investig
3668,4283,0,3,3,new trial grant newli discov evid mere cumul impeach natur
3669,4284,0,1,1,court entertain motion new trial action law rehear suit equiti time appeal judgment decre suspend motion dispos true even though court reaffirm former action refus enter decre differ origin one
3670,4286,0,1,2,arbitr requir explain reason award
3671,4287,-1,0,1,rule 801 d 2 d requir proffer parti lay foundat show otherwis exclud statement relat matter within scope agent employ
3672,4288,1,1,2,unless find refere upon base order judgment affirm district court clearli erron order judgment must affirm appeal
3673,4289,0,1,1,90 day period jurisdict mandatori
3674,4290,0,1,1,handcuf suspect incid law arrest constitut
3675,4291,0,1,4,decre enter affect titl properti cancel cloud thereon unless parti interest titl particular cloud directli affect judgment may render properli court
3676,4293,0,1,1,mere differ alleg patent prior art support patent ultim question whether featur subject matter question display invent concept prior art
3677,4294,1,1,2,mere solicit prove attempt
3678,4295,0,1,1,liabil tila hing upon fact
3679,4296,0,1,1,govern agent obtain statement undercov jailhous interrog indict repres defend statement concern indict offens must suppress
3680,4298,0,1,1,temporari insubstanti busi presenc warrant infer foreign corpor busi new york
3681,4299,0,1,1,parol violat warrant must issu expir maximum term sentenc parol grant need serv within time may held abey interven sentenc serv
3682,4301,7,1,12,govern requir preclud everi reason hypothesi consist innoc
3683,4302,5,1,13,mere violat state statut infring feder constitut
3684,4303,0,1,1,pass comment litig brief constitut review agenc determin
3685,4304,0,1,1,scope tribal court jurisdict matter feder law
3686,4306,0,1,1,carrier cannot agreement reliev liabil neglig
3687,4307,0,1,1,agenc may waiv complianc procedur rule adopt orderli transact agenc busi
3688,4308,0,1,1,notic requir pmpa must strictli compli
3689,4310,0,1,1,driver borrow vehicl may establish reason expect privaci vehicl even though driver owner vehicl
3690,4312,0,1,1,district court may inform discret reli inher power rather feder rule § 1927
3691,4313,-1,0,1,order embrac within subdivis 3 section 401 therefor court power convict punish crimin contempt will disobedi
3692,4314,0,1,1,plaintiff must show injuri least immin threat injuri order maintain stand feder court
3693,4316,0,1,1,one keep use explos owe duti young children cannot expect know appreci danger exercis care commensur danger avoid injuri like access contact explos
3694,4318,0,1,1,eleventh amend prohibit award damag substanc state
3695,4319,0,2,2,convict may uncorrobor testimoni accomplic
3696,4320,0,2,2,congress may provid whatev procedur deem appropri judici review administr order
